"PRODUCT_ID","LANGUAGE_ID","TRANSLATED_NAME","TRANSLATED_DESCRIPTION"
3362,"US","Web Browser - SB/S 4.0","Software Kit Web Browser: SmartBrowse V4.0 for SPNIX V4.0. Includes context sensitive help files and online documentation."
2231,"US","Desk - S/V","Standard-sized desk; capitalizable, taxable item. Final finish is from veneer in stock at time of order, including oak, ash, cherry, and mahogany."
2335,"US","Mobile phone","Dual band mobile phone with low battery consumption. Lightweight, foldable, with socket for single earphone and spare battery compartment."
2350,"US","Desk - W/48","Desk - 48 inch white laminate without return; capitalizable, taxable item."
2351,"US","Desk - W/48/R","Desk - 60 inch white laminate with 48 inch return; capitalizable, taxable item."
2779,"US","Desk - OS/O/F","Executive-style oversized oak desk with file drawers. Final finish is customizable when ordered, light or dark oak stain, or natural hand rubbed clear."
3337,"US","Mobile Web Phone","Mobile phone including monthly fee for Web access. Slimline shape with leather-look carrying case and belt clip."
2091,"US","Paper Tablet LW 8 1/2 x 11","Paper tablet, lined, white, size 8 1/2 x 11 inch"
2093,"US","Pens - 10/FP","Permanent ink pen dries quickly and is smear resistant. Provides smooth, skip-free writing. Fine point. Single color boxes (black, blue, red) or assorted box (6 black, 3 blue, and 1 red)."
2144,"US","Card Organizer Cover","Replacement cover for desk top style business card holder. Smoke grey (original color) or clear plastic."
2336,"US","Business Cards Box - 250","Business cards box, capacity 250. Use form BC110-2, Rev. 3/2000 (hardcopy or online) when ordering and complete all fields marked with an asterisk."
2337,"US","Business Cards - 1000/2L","Business cards box, capacity 1000, 2-sided with different language on each side. Use form BC111-2, Rev. 12/1999 (hardcopy or online) when ordering - complete all fields marked with an asterisk and check box for second language (English is always on side 1)."
2339,"US","Paper - Std Printer","20 lb. 8.5x11 inch white laser printer paper (recycled), ten 500-sheet reams"
2536,"US","Business Cards - 250/2L","Business cards box, capacity 250, 2-sided with different language on each side. Use form BC111-2, Rev. 12/1999 (hardcopy or online) when ordering - complete all fields marked with an asterisk and check box for second language (English is always on side 1)."
2537,"US","Business Cards Box - 1000","Business cards box, capacity 1000. Use form BC110-3, Rev. 3/2000 (hardcopy or online) when ordering and complete all fields marked with an asterisk."
2783,"US","Clips - Paper","World brand paper clips set the standard for quality.10 boxes with 100 clips each. #1 regular or jumbo, smooth or non-skid."
2808,"US","Paper Tablet LY 8 1/2 x 11","Paper Tablet, Lined, Yellow, size 8 1/2 x 11 inch"
2810,"US","Inkvisible Pens","Rollerball pen is equipped with a smooth precision tip. See-through rubber grip allows for a visible ink supply and comfortable writing. 4-pack with 1 each, black, blue, red, green."
2870,"US","Pencil - Mech","Ergonomically designed mechanical pencil for improved writing comfort. Refillable erasers and leads. Available in three lead sizes: .5mm (fine)); .7mm (medium)); and .9mm (thick)."
3051,"US","Pens - 10/MP","Permanent ink pen dries quickly and is smear resistant. Provides smooth, skip-free writing. Medium point. Single color boxes (black, blue, red) or assorted box (6 black, 3 blue, and 1 red)."
3150,"US","Card Holder - 25","Card Holder; heavy plastic business card holder with embossed corporate logo. Holds about 25 of your business cards, depending on card thickness."
3208,"US","Pencils - Wood","Box of 2 dozen wooden pencils. Specify lead type when ordering: 2H (double hard), H (hard), HB (hard black), B (soft black)."
3209,"US","Sharpener - Pencil","Electric Pencil Sharpener Rugged steel cutters for long life. PencilSaver helps prevent over-sharpening. Non-skid rubber feet. Built-in pencil holder."
3224,"US","Card Organizer - 250","Portable holder for organizing business cards, capacity 250. Booklet style with slip in, transparent pockets for business cards. Optional alphabet tabs. Specify cover color when ordering (dark brown, beige, burgundy, black, and light grey)."
3225,"US","Card Organizer - 1000","Holder for organizing business cards with alphabet dividers; capacity 1000. Desk top style with smoke grey cover and black base. Lid is removable for storing inside drawer."
3511,"US","Paper - HQ Printer","Quality paper for inkjet and laser printers tested to resist printer jams. Acid free for archival purposes. 22lb. weight with brightness of 92. Size: 8 1/2 x 11. Single 500-sheet ream."
3515,"US","Lead Replacement","Refill leads for mechanical pencils. Each pack contains 25 leads and a replacement eraser. Available in three lead sizes: .5mm (fine)); .7mm (medium)); and .9mm (thick)."
2986,"US","Manual - Vision OS/2x +","Manuals for Vision Operating System V 2.x and Vision Office Suite"
3163,"US","Manual - Vision Net6.3/US","Vision Networking V6.3 Reference Manual. US version with advanced encryption."
3165,"US","Manual - Vision Tools2.0","Vision Business Tools Suite V2.0 Reference Manual. Includes installation, configuration, and user guide."
3167,"US","Manual - Vision OS/2.x","Vision Operating System V2.0/2.1/2/3 Reference Manual. Complete installation, configuration, management, and tuning information for Vision system administration. Note that this manual replaces the individual Version 2.0 and 2.1 manuals."
3216,"US","Manual - Vision Net6.3","Vision Networking V6.3 Reference Manual. Non-US version with basic encryption."
3220,"US","Manual - Vision OS/1.2","Vision Operating System V1.2 Reference Manual. Complete installation, configuration, management, and tuning information for Vision system administration."
1729,"US","Chemicals - RCP","Cleaning Chemicals - 3500 roller clean pads"
1910,"US","FG Stock - H","Fiberglass Stock - heavy duty, 1 thick"
1912,"US","SS Stock - 3mm","Stainless steel stock - 3mm. Can be predrilled for standard power supplies, motherboard holders, and hard drives. Please use appropriate template to identify model number, placement, and size of finished sheet when placing order for drilled sheet."
1940,"US","ESD Bracelet/Clip","Electro static discharge bracelet with alligator clip for easy connection to computer chassis or other ground."
2030,"US","Latex Gloves","Latex Gloves for assemblers, chemical handlers, fitters. Heavy duty, safety orange, with textured grip on fingers and thumb. Waterproof and shock-proof up to 220 volts/2 amps, 110 volts/5 amps. Acid proof for up to 5 minutes."
2326,"US","Plastic Stock - Y","Plastic Stock - Yellow, standard quality."
2330,"US","Plastic Stock - R","Plastic Stock - Red, standard quality."
2334,"US","Resin","General purpose synthetic resin."
2340,"US","Chemicals - SW","Cleaning Chemicals - 3500 staticide wipes"
2365,"US","Chemicals - TCS","Cleaning Chemical - 2500 transport cleaning sheets"
2594,"US","FG Stock - L","Fiberglass Stock - light weight for internal heat shielding, 1/4 thick"
2596,"US","SS Stock - 1mm","Stainless steel stock - 3mm. Can be predrilled for standard model motherboard and battery holders. Please use appropriate template to identify model number, placement, and size of finished sheet when placing order for drilled sheet."
2631,"US","ESD Bracelet/QR","Electro Static Discharge Bracelet: 2 piece lead with quick release connector. One piece stays permanently attached to computer chassis with screw, the other is attached to the bracelet. Additional permanent ends available."
2721,"US","PC Bag - L/S","Black Leather Computer Case - single laptop capacity with pockets for manuals, additional hardware, and work papers. Adjustable protective straps and removable pocket for power supply and cables."
2722,"US","PC Bag - L/D","Black Leather Computer Case - double laptop capacity with pockets for additional hardware or manuals and work papers. Adjustable protective straps and removable pockets for power supplies and cables. Double wide shoulder strap for comfort."
2725,"US","Machine Oil","Machine Oil for Lubrication of CD-ROM drive doors and slides. Self-cleaning adjustable nozzle for fine to medium flow."
2782,"US","PC Bag - C/S","Canvas Computer Case - single laptop capacity with pockets for manuals, additional hardware, and work papers. Adjustable protective straps and removable pocket for power supply and cables. Outside pocket with snap closure for easy access while travelling."
3187,"US","Plastic Stock - B/HD","Plastic Stock - Blue, high density."
3189,"US","Plastic Stock - G","Plastic Stock - Green, standard density."
3191,"US","Plastic Stock - O","Plastic Stock - Orange, standard density."
3193,"US","Plastic Stock - W/HD","Plastic Stock - White, high density."
1726,"AR","شاشة LCD 11/PM","شاشة عرض بلوري سائل سلبية 11 بوصة. تعرض الشاشة المسطحة ذات الدقة العالية صور ذات جودة عالية منخفضة التوهج."
2359,"AR","شاشة LCD 9/PM","شاشة عرض بلوري سائل سلبية 9 بوصة. استمتع بالإنتاجية الناجمة من الشاشة الصغيرة من خلال توفير مساحة أكبر للعمل على مكتبك. إعداد سهل للشاشة يتوافق مع ميزة التوصيل والتشغيل."
3060,"AR","شاشة 17/HR","شاشة CRT 17 بوصة (16 بوصة قابلة للعرض) ذات دقة عالية. أداء صورة لا مثيل له مع ميزة مساحة الشاشة الإضافية. تقدم هذه الشاشة أداء شاشة غني باللون بقيمة خيالية. مع مجموعة من الخصائص الريادية، متضمنة عرض عناصر التحكم على الشاشة."
2243,"AR","شاشة 17/HR/F","شاشة 17 بوصة (16 بوصة قابلة للعرض) ذات دقة عالية، شاشة مسطحة. وحدة دفع فوتوني عالية الكثافة مع نظام تصحيح حذفي معَدَل مع تركيز دقيق ومتسق عبر الشاشة وحتى في الأركان."
1769,"US","GP 800x600","Graphics processor, resolution 800 x 600 pixels. Remarkable value for users requiring great 2D capabilities or general 3D support for advanced applications. Drives incredible performance in highly complex models and frees the customer to focus on the design, instead of the rendering process."
2049,"US","MB - S300","PC type motherboard, 300 Series."
2751,"US","MB - S450","PC type motherboard, 450 Series."
3112,"US","MB - S500","PC type motherboard, 500 Series."
2752,"US","MB - S550","PC type motherboard for the 550 Series."
2293,"US","MB - S600","Motherboard, 600 Series."
3114,"US","MB - S900/650+","PC motherboard, 900 Series; standard motherboard for all models 650 and up."
3129,"US","Sound Card STD","Sound Card - standard version, with MIDI interface, line in/out, low impedance microphone input."
3133,"US","Video Card /32","Video Card, with 32MB cache memory."
2308,"US","Video Card /E32","3-D ELSA Video Card, with 32 MB memory."
2496,"US","WSP DA-130","Wide storage processor DA-130 for storage subunits."
2497,"US","WSP DA-290","Wide storage processor (model DA-290)."
3106,"US","KB 101/EN","Standard PC/AT Enhanced Keyboard (101/102-Key). Input locale: English (US)."
2289,"US","KB 101/ES","Standard PC/AT Enhanced Keyboard (101/102-Key). Input locale: Spanish."
3110,"US","KB 101/FR","Standard PC/AT Enhanced Keyboard (101/102-Key). Input locale: French."
3108,"US","KB E/EN","Ergonomic Keyboard with two separate key areas, detachable numeric pad. Key layout: English (US)."
2058,"US","Mouse +WP","Combination of a mouse and a wrist pad for more comfortable typing and mouse operation."
2761,"US","Mouse +WP/CL","Set consisting of a mouse and wrist pad, with corporate logo"
3117,"US","Mouse C/E","Ergonomic, cordless mouse. With track-ball for maximum comfort and ease of use."
2056,"US","Mouse Pad /CL","Standard mouse pad, with corporate logo"
2211,"US","Wrist Pad","A foam strip to support your wrists when using a keyboard"
